Economic_Variable,Fashion_Trend,Lag_Months,Cross_Correlation
CPI_Index,short_skirts,5,-0.8404172781585766
CPI_Index,short_skirts,6,-0.8370444189719346
CPI_Index,short_skirts,7,-0.8377680495016102
CPI_Index,short_skirts,8,-0.8376381344050918
CPI_Index,short_skirts,9,-0.8368018539435497
CPI_Index,short_skirts,10,-0.8375396470673312
CPI_Index,short_skirts,11,-0.8389532909342521
CPI_Index,short_skirts,12,-0.8349668188958026
CPI_Index,short_skirts,13,-0.8414107175475937
CPI_Index,short_skirts,14,-0.8447227578354365
CPI_Index,short_skirts,15,-0.8442004162675314
CPI_Index,short_skirts,16,-0.8479927999367405
CPI_Index,short_skirts,17,-0.8484621655825942
CPI_Index,short_skirts,18,-0.8507396085328074
CPI_Index,short_skirts,19,-0.8504287797246197
CPI_Index,short_skirts,20,-0.8507856131488316
CPI_Index,short_skirts,21,-0.8474577737819011
CPI_Index,short_skirts,22,-0.8484129236344806
CPI_Index,short_skirts,23,-0.8451713132411859
CPI_Index,short_skirts,24,-0.8412956861448684
CPI_Index,short_skirts,25,-0.8422796592134154
CPI_Index,short_skirts,26,-0.8458418576326344
CPI_Index,short_skirts,27,-0.8483466945653754
CPI_Index,short_skirts,28,-0.8523596915252744
CPI_Index,short_skirts,29,-0.8518203602026019
CPI_Index,short_skirts,30,-0.8499879852814005
CPI_Index,short_skirts,31,-0.8499606568770443
CPI_Index,short_skirts,32,-0.8509540211294028
CPI_Index,short_skirts,33,-0.8493814638691535
CPI_Index,short_skirts,34,-0.84887556609028
CPI_Index,short_skirts,35,-0.8456761174194299
CPI_Index,short_skirts,36,-0.8389647572526349
CPI_Index,short_skirts,37,-0.8426950416436724
CPI_Index,short_skirts,38,-0.8420740220982235
CPI_Index,short_skirts,39,-0.8416223545718888
CPI_Index,short_skirts,40,-0.8435525925093685
CPI_Index,short_skirts,41,-0.8423634226150348
CPI_Index,short_skirts,42,-0.8385252046968522
CPI_Index,short_skirts,43,-0.8396640415380465
CPI_Index,short_skirts,44,-0.8409793412953839
CPI_Index,short_skirts,45,-0.8354452134041329
CPI_Index,short_skirts,46,-0.839403452118952
CPI_Index,short_skirts,47,-0.8367410155532847
CPI_Index,short_skirts,48,-0.8351211064331122
CPI_Index,mini_skirts,0,0.1311081496258283
CPI_Index,mini_skirts,1,0.09879751811827278
CPI_Index,mini_skirts,2,0.06521323427184304
CPI_Index,mini_skirts,3,0.01770640673575143
CPI_Index,mini_skirts,4,-0.018966882392300374
CPI_Index,mini_skirts,5,-0.02610993564947127
CPI_Index,mini_skirts,6,-0.018471488759006435
CPI_Index,mini_skirts,7,-0.03520986264954168
CPI_Index,mini_skirts,8,-0.03462095026670547
CPI_Index,mini_skirts,9,-0.0370045367368049
CPI_Index,mini_skirts,10,-0.06615660774672433
CPI_Index,mini_skirts,11,-0.08535494447339427
CPI_Index,mini_skirts,12,-0.1179589340173984
CPI_Index,mini_skirts,13,-0.13798292653250013
CPI_Index,mini_skirts,14,-0.1697574804230127
CPI_Index,mini_skirts,15,-0.20846335373829197
CPI_Index,mini_skirts,16,-0.22195607394686334
CPI_Index,mini_skirts,17,-0.2072709370198789
CPI_Index,mini_skirts,18,-0.20192790895257046
CPI_Index,mini_skirts,19,-0.2037893101723686
CPI_Index,mini_skirts,20,-0.19586875943252785
CPI_Index,mini_skirts,21,-0.1965293088274921
CPI_Index,mini_skirts,22,-0.20459944136455732
CPI_Index,mini_skirts,23,-0.21182717077795582
CPI_Index,mini_skirts,24,-0.20705819386032162
CPI_Index,mini_skirts,25,-0.22439054528968483
CPI_Index,mini_skirts,26,-0.227037606759228
CPI_Index,mini_skirts,27,-0.2442676508292498
CPI_Index,mini_skirts,28,-0.276138195232421
CPI_Index,mini_skirts,29,-0.2873318471281107
CPI_Index,mini_skirts,30,-0.2948667296541041
CPI_Index,mini_skirts,31,-0.2942896708418364
CPI_Index,mini_skirts,32,-0.2863100086905388
CPI_Index,mini_skirts,33,-0.29435988712498357
CPI_Index,mini_skirts,34,-0.2916157432861505
CPI_Index,mini_skirts,35,-0.27574125036248215
CPI_Index,mini_skirts,36,-0.27042954334779107
CPI_Index,mini_skirts,37,-0.28115136328548557
CPI_Index,mini_skirts,38,-0.29341173435942763
CPI_Index,mini_skirts,39,-0.3164063598862597
CPI_Index,mini_skirts,40,-0.3233752615007057
CPI_Index,mini_skirts,41,-0.31377460325655665
CPI_Index,mini_skirts,42,-0.3078027378424068
CPI_Index,mini_skirts,43,-0.3049560962980157
CPI_Index,mini_skirts,44,-0.29807389540959867
CPI_Index,mini_skirts,45,-0.32044559407125367
CPI_Index,mini_skirts,46,-0.3319302599132082
CPI_Index,mini_skirts,47,-0.33273628410522016
CPI_Index,mini_skirts,48,-0.3394317502030801
CPI_Index,fast_fashion,0,0.8488837092739618
CPI_Index,fast_fashion,1,0.8664189735475264
CPI_Index,fast_fashion,2,0.8598729870537581
CPI_Index,fast_fashion,3,0.8555032965550606
CPI_Index,fast_fashion,4,0.8599654435935878
CPI_Index,fast_fashion,5,0.853494324570658
CPI_Index,fast_fashion,6,0.8518460369040997
CPI_Index,fast_fashion,7,0.8553273456389866
CPI_Index,fast_fashion,8,0.847527228075437
CPI_Index,fast_fashion,9,0.8435799188767618
CPI_Index,fast_fashion,10,0.846139213315556
CPI_Index,fast_fashion,11,0.8421557751757216
CPI_Index,fast_fashion,12,0.8522424319816595
CPI_Index,fast_fashion,13,0.8692110635805645
CPI_Index,fast_fashion,14,0.8595976663646302
CPI_Index,fast_fashion,15,0.8529779071157819
CPI_Index,fast_fashion,16,0.8545022751794001
CPI_Index,fast_fashion,17,0.8480042271667847
CPI_Index,fast_fashion,18,0.8455254027634048
CPI_Index,fast_fashion,19,0.8465970018080735
CPI_Index,fast_fashion,20,0.8368278308346448
CPI_Index,fast_fashion,21,0.8316755762544067
CPI_Index,fast_fashion,22,0.8315212001932755
CPI_Index,fast_fashion,23,0.8234478581395525
CPI_Index,fast_fashion,24,0.8334442905275188
CPI_Index,fast_fashion,25,0.8470199212235533
CPI_Index,fast_fashion,26,0.8369262068772794
CPI_Index,fast_fashion,27,0.8335521119559648
CPI_Index,fast_fashion,28,0.8346278718843816
CPI_Index,fast_fashion,29,0.828041730868793
CPI_Index,fast_fashion,30,0.8261525527712035
CPI_Index,fast_fashion,31,0.8288846036055564
CPI_Index,fast_fashion,32,0.8274711234964021
CPI_Index,fast_fashion,33,0.8203441522845054
CPI_Index,fast_fashion,34,0.8253989736721628
CPI_Index,fast_fashion,35,0.8155430965510414
CPI_Index,fast_fashion,36,0.8253707249899118
CPI_Index,fast_fashion,37,0.8429406085950744
CPI_Index,fast_fashion,38,0.831085684841668
CPI_Index,fast_fashion,39,0.8249726214092014
CPI_Index,fast_fashion,40,0.8276461383699473
CPI_Index,fast_fashion,41,0.8177166230275624
CPI_Index,fast_fashion,42,0.8186057834894391
CPI_Index,fast_fashion,43,0.8203011764958895
CPI_Index,fast_fashion,44,0.8119059366923014
CPI_Index,fast_fashion,45,0.8134922764526494
CPI_Index,fast_fashion,46,0.819274290340408
CPI_Index,fast_fashion,47,0.8227666028208971
CPI_Index,fast_fashion,48,0.8429504289188593
CPI_Index,statement_pieces,0,0.17148797478464622
CPI_Index,statement_pieces,1,0.17627888913906906
CPI_Index,statement_pieces,2,0.10576028704091407
CPI_Index,statement_pieces,3,0.10731891754891125
CPI_Index,statement_pieces,4,0.11199912320402652
CPI_Index,statement_pieces,5,0.11479776729947612
CPI_Index,statement_pieces,6,0.11684207966643774
CPI_Index,statement_pieces,7,0.11757718078174309
CPI_Index,statement_pieces,8,0.12045867248558727
CPI_Index,statement_pieces,9,0.12008228748870864
CPI_Index,statement_pieces,10,0.1208395387782055
CPI_Index,statement_pieces,11,0.034673264566940094
CPI_Index,statement_pieces,12,0.03750608122745066
CPI_Index,statement_pieces,13,0.03677498354860016
CPI_Index,statement_pieces,14,0.047858081269504534
CPI_Index,statement_pieces,15,0.05032803207151726
CPI_Index,statement_pieces,16,0.04968162425885392
CPI_Index,statement_pieces,17,0.059218189020903894
CPI_Index,statement_pieces,18,0.06286108646779669
CPI_Index,statement_pieces,19,0.062278514578772134
CPI_Index,statement_pieces,20,0.07253431229907524
CPI_Index,statement_pieces,21,0.07415538304170609
CPI_Index,statement_pieces,22,0.07362173171236927
CPI_Index,statement_pieces,23,0.08460007528972677
CPI_Index,statement_pieces,24,0.07203891440744803
CPI_Index,statement_pieces,25,0.07146901795837589
CPI_Index,statement_pieces,26,0.07969402759274417
CPI_Index,statement_pieces,27,0.08923197841967033
CPI_Index,statement_pieces,28,0.08875347945068078
CPI_Index,statement_pieces,29,0.09375759933719036
CPI_Index,statement_pieces,30,0.09900527095013376
CPI_Index,statement_pieces,31,0.09857273515192408
CPI_Index,statement_pieces,32,0.10628579987915628
CPI_Index,statement_pieces,33,0.1099479018718394
CPI_Index,statement_pieces,34,0.10955047625272206
CPI_Index,statement_pieces,35,0.1132986458399711
CPI_Index,statement_pieces,36,0.11825191759109693
CPI_Index,statement_pieces,37,0.11789240339545957
CPI_Index,statement_pieces,38,0.12440647825819007
CPI_Index,statement_pieces,39,0.12951672047408574
CPI_Index,statement_pieces,40,0.12921263477378173
CPI_Index,statement_pieces,41,0.13646150373998836
CPI_Index,statement_pieces,42,0.14606401399002095
CPI_Index,statement_pieces,43,0.1458542687586865
CPI_Index,statement_pieces,44,0.14729764283202187
CPI_Index,statement_pieces,45,0.16340939241037802
CPI_Index,statement_pieces,46,0.16324926610835425
CPI_Index,statement_pieces,47,0.16477430720048047
CPI_Index,statement_pieces,48,0.07314539746176575
Seasonally Adjusted Turnover ($m),luxury,0,0.6546588926889401
Seasonally Adjusted Turnover ($m),luxury,1,0.642332801175206
Seasonally Adjusted Turnover ($m),luxury,2,0.6615219641021078
Seasonally Adjusted Turnover ($m),luxury,3,0.6684072992227953
Seasonally Adjusted Turnover ($m),luxury,4,0.6804841653798455
Seasonally Adjusted Turnover ($m),luxury,5,0.682467295261153
Seasonally Adjusted Turnover ($m),luxury,6,0.6873910198650697
Seasonally Adjusted Turnover ($m),luxury,7,0.6823363053569661
Seasonally Adjusted Turnover ($m),luxury,8,0.6867178968838806
Seasonally Adjusted Turnover ($m),luxury,9,0.7023545312664965
Seasonally Adjusted Turnover ($m),luxury,10,0.7003414391017082
Seasonally Adjusted Turnover ($m),luxury,11,0.7093326953712777
Seasonally Adjusted Turnover ($m),luxury,12,0.7101800439343933
Seasonally Adjusted Turnover ($m),luxury,13,0.6916585443828435
Seasonally Adjusted Turnover ($m),luxury,14,0.7226494248066732
Seasonally Adjusted Turnover ($m),luxury,15,0.7298173272309172
Seasonally Adjusted Turnover ($m),luxury,16,0.7400605060037021
Seasonally Adjusted Turnover ($m),luxury,17,0.732798082389309
Seasonally Adjusted Turnover ($m),luxury,18,0.7331415825928269
Seasonally Adjusted Turnover ($m),luxury,19,0.7249162170133815
Seasonally Adjusted Turnover ($m),luxury,20,0.7308810956590313
Seasonally Adjusted Turnover ($m),luxury,21,0.7452524521365794
Seasonally Adjusted Turnover ($m),luxury,22,0.74579021702152
Seasonally Adjusted Turnover ($m),luxury,23,0.752080061061046
Seasonally Adjusted Turnover ($m),luxury,24,0.7514304285953121
Seasonally Adjusted Turnover ($m),luxury,25,0.7424323641249859
Seasonally Adjusted Turnover ($m),luxury,26,0.7643839410829831
Seasonally Adjusted Turnover ($m),luxury,27,0.766903513352596
Seasonally Adjusted Turnover ($m),luxury,28,0.7755641829685382
Seasonally Adjusted Turnover ($m),luxury,29,0.7804040163000328
Seasonally Adjusted Turnover ($m),luxury,30,0.7863417211793207
Seasonally Adjusted Turnover ($m),luxury,31,0.7793382462505433
Seasonally Adjusted Turnover ($m),luxury,32,0.7875020202442459
Seasonally Adjusted Turnover ($m),luxury,33,0.7978453957807335
Seasonally Adjusted Turnover ($m),luxury,34,0.797310576762523
Seasonally Adjusted Turnover ($m),luxury,35,0.7997301136493532
Seasonally Adjusted Turnover ($m),luxury,36,0.798637252008964
Seasonally Adjusted Turnover ($m),luxury,37,0.7864603656996079
Seasonally Adjusted Turnover ($m),luxury,38,0.8026928781098244
Seasonally Adjusted Turnover ($m),luxury,39,0.7983415314952633
Seasonally Adjusted Turnover ($m),luxury,40,0.8134197241782138
Seasonally Adjusted Turnover ($m),luxury,41,0.8250290903659081
Seasonally Adjusted Turnover ($m),luxury,42,0.8269081593263679
Seasonally Adjusted Turnover ($m),luxury,43,0.8256066180471324
Seasonally Adjusted Turnover ($m),luxury,44,0.8254017987850281
Seasonally Adjusted Turnover ($m),luxury,45,0.8321527892980938
Seasonally Adjusted Turnover ($m),luxury,46,0.8240722739513859
Seasonally Adjusted Turnover ($m),luxury,47,0.831730930773518
Seasonally Adjusted Turnover ($m),luxury,48,0.8247046445318201
Seasonally Adjusted Turnover ($m),quiet_luxury,0,0.4935277110417313
Seasonally Adjusted Turnover ($m),quiet_luxury,1,0.4812497844307403
Seasonally Adjusted Turnover ($m),quiet_luxury,2,0.4691417991778609
Seasonally Adjusted Turnover ($m),quiet_luxury,3,0.4697544754391297
Seasonally Adjusted Turnover ($m),quiet_luxury,4,0.45727609206489767
Seasonally Adjusted Turnover ($m),quiet_luxury,5,0.4448120825679026
Seasonally Adjusted Turnover ($m),quiet_luxury,6,0.4301372739252306
Seasonally Adjusted Turnover ($m),quiet_luxury,7,0.4006456672172939
Seasonally Adjusted Turnover ($m),quiet_luxury,8,0.4003079015683566
Seasonally Adjusted Turnover ($m),quiet_luxury,9,0.38409403762726607
Seasonally Adjusted Turnover ($m),quiet_luxury,10,0.3682087409496209
Seasonally Adjusted Turnover ($m),quiet_luxury,11,0.3538657649921534
Seasonally Adjusted Turnover ($m),quiet_luxury,12,0.3368126208191065
Seasonally Adjusted Turnover ($m),quiet_luxury,13,0.3189735249679176
Seasonally Adjusted Turnover ($m),quiet_luxury,14,0.30219558365365407
Seasonally Adjusted Turnover ($m),quiet_luxury,15,0.28189057405328544
Seasonally Adjusted Turnover ($m),quiet_luxury,16,0.2598844922783889
Seasonally Adjusted Turnover ($m),quiet_luxury,17,0.2358887714166173
Seasonally Adjusted Turnover ($m),quiet_luxury,18,0.20893815967181512
Seasonally Adjusted Turnover ($m),quiet_luxury,19,0.17821049359840518
Seasonally Adjusted Turnover ($m),quiet_luxury,20,0.14323737898697275
Seasonally Adjusted Turnover ($m),quiet_luxury,21,0.08515613339764729
Seasonally Adjusted Turnover ($m),quiet_luxury,22,0.1250462323496296
Seasonally Adjusted Turnover ($m),quiet_luxury,23,0.05025428247424933
Seasonally Adjusted Turnover ($m),quiet_luxury,24,0.05278160487738297
Seasonally Adjusted Turnover ($m),quiet_luxury,25,0.04889288412159373
Seasonally Adjusted Turnover ($m),quiet_luxury,26,0.046925764482617136
Seasonally Adjusted Turnover ($m),quiet_luxury,27,0.04833369582575295
Seasonally Adjusted Turnover ($m),quiet_luxury,28,0.05226900454742152
Seasonally Adjusted Turnover ($m),quiet_luxury,29,0.050755186900964686
Seasonally Adjusted Turnover ($m),quiet_luxury,30,0.048812802931662666
Seasonally Adjusted Turnover ($m),quiet_luxury,31,0.12848923222488842
Seasonally Adjusted Turnover ($m),quiet_luxury,32,0.12913086353656342
Seasonally Adjusted Turnover ($m),quiet_luxury,33,0.13018652836421205
Seasonally Adjusted Turnover ($m),quiet_luxury,34,0.12980445498282164
Seasonally Adjusted Turnover ($m),quiet_luxury,35,0.04592033375949288
Seasonally Adjusted Turnover ($m),quiet_luxury,36,0.124504912078614
Seasonally Adjusted Turnover ($m),quiet_luxury,37,0.12274814811143077
Seasonally Adjusted Turnover ($m),quiet_luxury,38,0.12467005147498175
Seasonally Adjusted Turnover ($m),quiet_luxury,39,0.12893275092684428
Seasonally Adjusted Turnover ($m),quiet_luxury,40,0.1338828190543736
Seasonally Adjusted Turnover ($m),quiet_luxury,41,0.13380635638361552
Seasonally Adjusted Turnover ($m),quiet_luxury,42,0.13409474252122103
Seasonally Adjusted Turnover ($m),quiet_luxury,43,0.13531889388074764
Seasonally Adjusted Turnover ($m),quiet_luxury,44,0.13686325730094206
Seasonally Adjusted Turnover ($m),quiet_luxury,45,0.13846530865204684
Seasonally Adjusted Turnover ($m),quiet_luxury,46,0.13859362056494795
Seasonally Adjusted Turnover ($m),quiet_luxury,47,0.13958655329197767
Seasonally Adjusted Turnover ($m),quiet_luxury,48,0.14674482922191406
Seasonally Adjusted Turnover ($m),minimalist_fashion,0,-0.07881537262042085
Seasonally Adjusted Turnover ($m),minimalist_fashion,1,-0.07430576493583443
Seasonally Adjusted Turnover ($m),minimalist_fashion,2,-0.044051179297036294
Seasonally Adjusted Turnover ($m),minimalist_fashion,3,-0.04828362066281802
Seasonally Adjusted Turnover ($m),minimalist_fashion,4,-0.08804171786738543
Seasonally Adjusted Turnover ($m),minimalist_fashion,5,-0.06668130573617527
Seasonally Adjusted Turnover ($m),minimalist_fashion,6,-0.06715277044964099
Seasonally Adjusted Turnover ($m),minimalist_fashion,7,-0.018494782987593182
Seasonally Adjusted Turnover ($m),minimalist_fashion,8,-0.04256067046567087
Seasonally Adjusted Turnover ($m),minimalist_fashion,9,-0.021444419359989492
Seasonally Adjusted Turnover ($m),minimalist_fashion,10,-0.06361776405517283
Seasonally Adjusted Turnover ($m),minimalist_fashion,11,-0.039827909662398284
Seasonally Adjusted Turnover ($m),minimalist_fashion,12,-0.013977645954380745
Seasonally Adjusted Turnover ($m),minimalist_fashion,13,-0.015069159441765366
Seasonally Adjusted Turnover ($m),minimalist_fashion,14,0.006970585049586837
Seasonally Adjusted Turnover ($m),minimalist_fashion,15,-0.060384171138506984
Seasonally Adjusted Turnover ($m),minimalist_fashion,16,-0.036392545055036966
Seasonally Adjusted Turnover ($m),minimalist_fashion,17,-0.012493962110172747
Seasonally Adjusted Turnover ($m),minimalist_fashion,18,0.005124761623965112
Seasonally Adjusted Turnover ($m),minimalist_fashion,19,0.0071209271593478595
Seasonally Adjusted Turnover ($m),minimalist_fashion,20,0.011528807851036844
Seasonally Adjusted Turnover ($m),minimalist_fashion,21,0.04949567735845722
Seasonally Adjusted Turnover ($m),minimalist_fashion,22,0.01282231901042346
Seasonally Adjusted Turnover ($m),minimalist_fashion,23,0.04194127948684071
Seasonally Adjusted Turnover ($m),minimalist_fashion,24,0.013043110244640254
Seasonally Adjusted Turnover ($m),minimalist_fashion,25,0.03813373465921156
Seasonally Adjusted Turnover ($m),minimalist_fashion,26,0.011781291265837528
Seasonally Adjusted Turnover ($m),minimalist_fashion,27,0.00927709598507045
Seasonally Adjusted Turnover ($m),minimalist_fashion,28,0.023777503931406613
Seasonally Adjusted Turnover ($m),minimalist_fashion,29,0.01312621190685877
Seasonally Adjusted Turnover ($m),minimalist_fashion,30,0.05721375472200844
Seasonally Adjusted Turnover ($m),minimalist_fashion,31,0.06060888467457604
Seasonally Adjusted Turnover ($m),minimalist_fashion,32,0.12108512349390739
Seasonally Adjusted Turnover ($m),minimalist_fashion,33,0.12581712722839997
Seasonally Adjusted Turnover ($m),minimalist_fashion,34,0.06098532236046685
Seasonally Adjusted Turnover ($m),minimalist_fashion,35,0.07642539280081799
Seasonally Adjusted Turnover ($m),minimalist_fashion,36,0.0805474856671108
Seasonally Adjusted Turnover ($m),minimalist_fashion,37,0.12102140651078598
Seasonally Adjusted Turnover ($m),minimalist_fashion,38,0.13738900390119121
Seasonally Adjusted Turnover ($m),minimalist_fashion,39,0.20668555166276073
Seasonally Adjusted Turnover ($m),minimalist_fashion,40,0.15634967552368212
Seasonally Adjusted Turnover ($m),minimalist_fashion,41,0.21278004705695636
Seasonally Adjusted Turnover ($m),minimalist_fashion,42,0.21887220096392537
Seasonally Adjusted Turnover ($m),minimalist_fashion,43,0.21382267987487655
Seasonally Adjusted Turnover ($m),minimalist_fashion,44,0.2507423847868365
Seasonally Adjusted Turnover ($m),minimalist_fashion,45,0.21531111040285916
Seasonally Adjusted Turnover ($m),minimalist_fashion,46,0.2146667428712933
Seasonally Adjusted Turnover ($m),minimalist_fashion,47,0.2519918911693967
Seasonally Adjusted Turnover ($m),minimalist_fashion,48,0.24947595727663469
Seasonally Adjusted Turnover ($m),timeless_basics,0,-0.06565041581969201
Seasonally Adjusted Turnover ($m),timeless_basics,1,-0.06551510030588327
Seasonally Adjusted Turnover ($m),timeless_basics,2,-0.06538262963693861
Seasonally Adjusted Turnover ($m),timeless_basics,3,-0.06524807109150778
Seasonally Adjusted Turnover ($m),timeless_basics,4,-0.0651098612724185
Seasonally Adjusted Turnover ($m),timeless_basics,5,-0.06562223043676246
Seasonally Adjusted Turnover ($m),timeless_basics,6,-0.0661430284369817
Seasonally Adjusted Turnover ($m),timeless_basics,7,-0.06667247206297044
Seasonally Adjusted Turnover ($m),timeless_basics,8,0.05816816248159188
Seasonally Adjusted Turnover ($m),timeless_basics,9,-0.06775820230172572
Seasonally Adjusted Turnover ($m),timeless_basics,10,-0.06831496252989351
Seasonally Adjusted Turnover ($m),timeless_basics,11,-0.06817877478278789
Seasonally Adjusted Turnover ($m),timeless_basics,12,-0.0687457790284425
Seasonally Adjusted Turnover ($m),timeless_basics,13,-0.06932267315806598
Seasonally Adjusted Turnover ($m),timeless_basics,14,-0.0699097276323121
Seasonally Adjusted Turnover ($m),timeless_basics,15,-0.07050722317410138
Seasonally Adjusted Turnover ($m),timeless_basics,16,-0.07111545127270935
Seasonally Adjusted Turnover ($m),timeless_basics,17,0.05966011983472307
Seasonally Adjusted Turnover ($m),timeless_basics,18,0.06002600695181637
Seasonally Adjusted Turnover ($m),timeless_basics,19,0.05917094468083314
Seasonally Adjusted Turnover ($m),timeless_basics,20,0.05977639685649865
Seasonally Adjusted Turnover ($m),timeless_basics,21,-0.07432860611146515
Seasonally Adjusted Turnover ($m),timeless_basics,22,0.05956705277209992
Seasonally Adjusted Turnover ($m),timeless_basics,23,0.05880064379081175
Seasonally Adjusted Turnover ($m),timeless_basics,24,0.05905566454148065
Seasonally Adjusted Turnover ($m),timeless_basics,25,0.0591990774985275
Seasonally Adjusted Turnover ($m),timeless_basics,26,0.058920797301854747
Seasonally Adjusted Turnover ($m),timeless_basics,27,0.05932221117264067
Seasonally Adjusted Turnover ($m),timeless_basics,28,0.05909787348042541
Seasonally Adjusted Turnover ($m),timeless_basics,29,0.05935409505549314
Seasonally Adjusted Turnover ($m),timeless_basics,30,0.05915551597287638
Seasonally Adjusted Turnover ($m),timeless_basics,31,0.060045358938285484
Seasonally Adjusted Turnover ($m),timeless_basics,32,0.05912046954835996
Seasonally Adjusted Turnover ($m),timeless_basics,33,0.05880669495982575
Seasonally Adjusted Turnover ($m),timeless_basics,34,0.0690843752937294
Seasonally Adjusted Turnover ($m),timeless_basics,35,0.042384054809982
Seasonally Adjusted Turnover ($m),timeless_basics,36,0.06258826951164907
Seasonally Adjusted Turnover ($m),timeless_basics,37,0.06633615443375744
Seasonally Adjusted Turnover ($m),timeless_basics,38,0.07224449416420803
Seasonally Adjusted Turnover ($m),timeless_basics,39,0.06505526421747578
Seasonally Adjusted Turnover ($m),timeless_basics,40,0.06274041675680278
Seasonally Adjusted Turnover ($m),timeless_basics,41,0.06544244972162248
Seasonally Adjusted Turnover ($m),timeless_basics,42,0.07292775044062177
Seasonally Adjusted Turnover ($m),timeless_basics,43,0.0709033935029253
Seasonally Adjusted Turnover ($m),timeless_basics,44,0.0700353548239634
Seasonally Adjusted Turnover ($m),timeless_basics,45,0.06762478527679895
Seasonally Adjusted Turnover ($m),timeless_basics,46,0.06834564174389413
Seasonally Adjusted Turnover ($m),timeless_basics,47,0.06991321932114732
Seasonally Adjusted Turnover ($m),timeless_basics,48,0.06951469670915235
Seasonally Adjusted Turnover ($m),capsule_wardrobe,0,0.6452650009637793
Seasonally Adjusted Turnover ($m),capsule_wardrobe,1,0.6571240321429328
Seasonally Adjusted Turnover ($m),capsule_wardrobe,2,0.6671664665471817
Seasonally Adjusted Turnover ($m),capsule_wardrobe,3,0.6824427579904824
Seasonally Adjusted Turnover ($m),capsule_wardrobe,4,0.6921591029305527
Seasonally Adjusted Turnover ($m),capsule_wardrobe,5,0.6941931751609217
Seasonally Adjusted Turnover ($m),capsule_wardrobe,6,0.6987984391503559
Seasonally Adjusted Turnover ($m),capsule_wardrobe,7,0.7066260952055509
Seasonally Adjusted Turnover ($m),capsule_wardrobe,8,0.7017021548957268
Seasonally Adjusted Turnover ($m),capsule_wardrobe,9,0.7103529865251532
Seasonally Adjusted Turnover ($m),capsule_wardrobe,10,0.7022482434831677
Seasonally Adjusted Turnover ($m),capsule_wardrobe,11,0.6957188845425468
Seasonally Adjusted Turnover ($m),capsule_wardrobe,12,0.7036783362431133
Seasonally Adjusted Turnover ($m),capsule_wardrobe,13,0.6952153779064661
Seasonally Adjusted Turnover ($m),capsule_wardrobe,14,0.7054344334384409
Seasonally Adjusted Turnover ($m),capsule_wardrobe,15,0.7086978149741937
Seasonally Adjusted Turnover ($m),capsule_wardrobe,16,0.7140966535784872
Seasonally Adjusted Turnover ($m),capsule_wardrobe,17,0.7127783228075464
Seasonally Adjusted Turnover ($m),capsule_wardrobe,18,0.7287946352964564
Seasonally Adjusted Turnover ($m),capsule_wardrobe,19,0.7467454169405829
Seasonally Adjusted Turnover ($m),capsule_wardrobe,20,0.736598224987211
Seasonally Adjusted Turnover ($m),capsule_wardrobe,21,0.7523433697701386
Seasonally Adjusted Turnover ($m),capsule_wardrobe,22,0.7485409007944458
Seasonally Adjusted Turnover ($m),capsule_wardrobe,23,0.7494506680494211
Seasonally Adjusted Turnover ($m),capsule_wardrobe,24,0.7558475205603464
Seasonally Adjusted Turnover ($m),capsule_wardrobe,25,0.7527679275822157
Seasonally Adjusted Turnover ($m),capsule_wardrobe,26,0.7632491430145621
Seasonally Adjusted Turnover ($m),capsule_wardrobe,27,0.7598535579951298
Seasonally Adjusted Turnover ($m),capsule_wardrobe,28,0.7862183097874205
Seasonally Adjusted Turnover ($m),capsule_wardrobe,29,0.7846752071897781
Seasonally Adjusted Turnover ($m),capsule_wardrobe,30,0.7981010079642649
Seasonally Adjusted Turnover ($m),capsule_wardrobe,31,0.8084350773614802
Seasonally Adjusted Turnover ($m),capsule_wardrobe,32,0.8029945155611816
Seasonally Adjusted Turnover ($m),capsule_wardrobe,33,0.8209910846168624
Seasonally Adjusted Turnover ($m),capsule_wardrobe,34,0.816587697539315
Seasonally Adjusted Turnover ($m),capsule_wardrobe,35,0.8146907034658876
Seasonally Adjusted Turnover ($m),capsule_wardrobe,36,0.8203174505875022
Seasonally Adjusted Turnover ($m),capsule_wardrobe,37,0.8234893055495145
Seasonally Adjusted Turnover ($m),capsule_wardrobe,38,0.8337930583974498
Seasonally Adjusted Turnover ($m),capsule_wardrobe,39,0.8384858061528677
Seasonally Adjusted Turnover ($m),capsule_wardrobe,40,0.8474364864971808
Seasonally Adjusted Turnover ($m),capsule_wardrobe,41,0.8589002125979627
Seasonally Adjusted Turnover ($m),capsule_wardrobe,42,0.8744240008757516
Seasonally Adjusted Turnover ($m),capsule_wardrobe,43,0.8760574857843701
Seasonally Adjusted Turnover ($m),capsule_wardrobe,44,0.8813901355621152
Seasonally Adjusted Turnover ($m),capsule_wardrobe,45,0.8797803739044859
Seasonally Adjusted Turnover ($m),capsule_wardrobe,46,0.8708657364955652
Seasonally Adjusted Turnover ($m),capsule_wardrobe,47,0.8829681538870988
Seasonally Adjusted Turnover ($m),capsule_wardrobe,48,0.8901960843231844
Seasonally Adjusted Turnover ($m),thrift_store,0,0.7934048913658852
Seasonally Adjusted Turnover ($m),thrift_store,1,0.7917480890351147
Seasonally Adjusted Turnover ($m),thrift_store,2,0.8014963778789178
Seasonally Adjusted Turnover ($m),thrift_store,3,0.8055108885477844
